Code,Description,last_updated
E2740,Unspecified adrenocortical insufficiency,09-12-2025
E2749,Other adrenocortical insufficiency,09-12-2025
E275,Adrenomedullary hyperfunction,09-12-2025
E278,Other specified disorders of adrenal gland,09-12-2025
E279,"Disorder of adrenal gland, unspecified",09-12-2025
E28,Ovarian dysfunction,09-12-2025
E280,Estrogen excess,09-12-2025
E281,Androgen excess,09-12-2025
E282,Polycystic ovarian syndrome,09-12-2025
E283,Primary ovarian failure,09-12-2025
E2831,Premature menopause,09-12-2025
E2839,Other primary ovarian failure,09-12-2025
E288,Other ovarian dysfunction,09-12-2025
E289,"Ovarian dysfunction, unspecified",09-12-2025
E29,Testicular dysfunction,09-12-2025
E290,Testicular hyperfunction,09-12-2025
E291,Testicular hypofunction,09-12-2025
E298,Other testicular dysfunction,09-12-2025
E299,"Testicular dysfunction, unspecified",09-12-2025
E30,"Disorders of puberty, not elsewhere classified",09-12-2025
E300,Delayed puberty,09-12-2025
E301,Precocious puberty,09-12-2025
E308,Other disorders of puberty,09-12-2025
E309,"Disorder of puberty, unspecified",09-12-2025
E31,Polyglandular dysfunction,09-12-2025
E310,Autoimmune polyglandular failure,09-12-2025
E311,Polyglandular hyperfunction,09-12-2025
E312,Multiple endocrine neoplasia [MEN] syndromes,09-12-2025
E3120,"Multiple endocrine neoplasia [MEN] syndrome, unspecified",09-12-2025
E3121,Multiple endocrine neoplasia [MEN] type I,09-12-2025
E3122,Multiple endocrine neoplasia [MEN] type IIA,09-12-2025
E3123,Multiple endocrine neoplasia [MEN] type IIB,09-12-2025
E318,Other polyglandular dysfunction,09-12-2025
E319,"Polyglandular dysfunction, unspecified",09-12-2025
E32,Diseases of thymus,09-12-2025
E320,Persistent hyperplasia of thymus,09-12-2025
E321,Abscess of thymus,09-12-2025
E328,Other diseases of thymus,09-12-2025
E329,"Disease of thymus, unspecified",09-12-2025
E34,Other endocrine disorders,09-12-2025
E340,Carcinoid syndrome,09-12-2025
E3400,"Carcinoid syndrome, unspecified",09-12-2025
E3401,Carcinoid heart syndrome,09-12-2025
E3409,Other carcinoid syndrome,09-12-2025
E341,Other hypersecretion of intestinal hormones,09-12-2025
E342,"Ectopic hormone secretion, not elsewhere classified",09-12-2025
E343,Short stature due to endocrine disorder,09-12-2025
E3430,"Short stature due to endocrine disorder, unspecified",09-12-2025
E3431,Constitutional short stature,09-12-2025
E3432,Genetic causes of short stature,09-12-2025
E3439,Other short stature due to endocrine disorder,09-12-2025
E344,Constitutional tall stature,09-12-2025
E345,Androgen insensitivity syndrome,09-12-2025
E3450,"Androgen insensitivity syndrome, unspecified",09-12-2025
E3451,Complete androgen insensitivity syndrome,09-12-2025
E3452,Partial androgen insensitivity syndrome,09-12-2025
E348,Other specified endocrine disorders,09-12-2025
E349,"Endocrine disorder, unspecified",09-12-2025
E35,Disorders of endocrine glands in diseases classd elswhr,09-12-2025
E36,Intraoperative complications of endocrine system,09-12-2025
E360,Intraop hemor/hemtom of an endo sys org comp a procedure,09-12-2025
E3601,Intraop hemor/hemtom of endo sys org comp an endo sys proc,09-12-2025
E3602,Intraop hemor/hemtom of an endo sys org comp oth procedure,09-12-2025
E361,Accidental pnctr & lac of an endo sys org during a procedure,09-12-2025
E3611,Acc pnctr & lac of an endo sys org during an endo sys proc,09-12-2025
E3612,Acc pnctr & lac of an endo sys org during oth procedure,09-12-2025
E368,Other intraoperative complications of endocrine system,09-12-2025
E40,Kwashiorkor,09-12-2025
E41,Nutritional marasmus,09-12-2025
E42,Marasmic kwashiorkor,09-12-2025
E43,Unspecified severe protein-calorie malnutrition,09-12-2025
E44,Protein-calorie malnutrition of moderate and mild degree,09-12-2025
E440,Moderate protein-calorie malnutrition,09-12-2025
E441,Mild protein-calorie malnutrition,09-12-2025
E45,Retarded development following protein-calorie malnutrition,09-12-2025
E46,Unspecified protein-calorie malnutrition,09-12-2025
E50,Vitamin A deficiency,09-12-2025
E500,Vitamin A deficiency with conjunctival xerosis,09-12-2025
E501,Vitamin A deficiency w Bitot's spot and conjunctival xerosis,09-12-2025
E502,Vitamin A deficiency with corneal xerosis,09-12-2025
E503,Vitamin A deficiency with corneal ulceration and xerosis,09-12-2025
E504,Vitamin A deficiency with keratomalacia,09-12-2025
E505,Vitamin A deficiency with night blindness,09-12-2025
E506,Vitamin A deficiency with xerophthalmic scars of cornea,09-12-2025
E507,Other ocular manifestations of vitamin A deficiency,09-12-2025
E508,Other manifestations of vitamin A deficiency,09-12-2025
E509,"Vitamin A deficiency, unspecified",09-12-2025
E51,Thiamine deficiency,09-12-2025
E511,Beriberi,09-12-2025
E5111,Dry beriberi,09-12-2025
E5112,Wet beriberi,09-12-2025
E512,Wernicke's encephalopathy,09-12-2025
E518,Other manifestations of thiamine deficiency,09-12-2025
E519,"Thiamine deficiency, unspecified",09-12-2025
E52,Niacin deficiency [pellagra],09-12-2025
E53,Deficiency of other B group vitamins,09-12-2025
E530,Riboflavin deficiency,09-12-2025
E531,Pyridoxine deficiency,09-12-2025
E538,Deficiency of other specified B group vitamins,09-12-2025
E539,"Vitamin B deficiency, unspecified",09-12-2025
E54,Ascorbic acid deficiency,09-12-2025
E55,Vitamin D deficiency,09-12-2025
E550,"Rickets, active",09-12-2025
E559,"Vitamin D deficiency, unspecified",09-12-2025
E56,Other vitamin deficiencies,09-12-2025
E560,Deficiency of vitamin E,09-12-2025
E561,Deficiency of vitamin K,09-12-2025
E568,Deficiency of other vitamins,09-12-2025
E569,"Vitamin deficiency, unspecified",09-12-2025
E58,Dietary calcium deficiency,09-12-2025
E59,Dietary selenium deficiency,09-12-2025
E60,Dietary zinc deficiency,09-12-2025
E61,Deficiency of other nutrient elements,09-12-2025
E610,Copper deficiency,09-12-2025
E611,Iron deficiency,09-12-2025
E612,Magnesium deficiency,09-12-2025
E613,Manganese deficiency,09-12-2025
E614,Chromium deficiency,09-12-2025
E615,Molybdenum deficiency,09-12-2025
E616,Vanadium deficiency,09-12-2025
E617,Deficiency of multiple nutrient elements,09-12-2025
E618,Deficiency of other specified nutrient elements,09-12-2025
E619,"Deficiency of nutrient element, unspecified",09-12-2025
E63,Other nutritional deficiencies,09-12-2025
E630,Essential fatty acid [EFA] deficiency,09-12-2025
E631,Imbalance of constituents of food intake,09-12-2025
E638,Other specified nutritional deficiencies,09-12-2025
E639,"Nutritional deficiency, unspecified",09-12-2025
E64,Sequelae of malnutrition and other nutritional deficiencies,09-12-2025
E640,Sequelae of protein-calorie malnutrition,09-12-2025
E641,Sequelae of vitamin A deficiency,09-12-2025
E642,Sequelae of vitamin C deficiency,09-12-2025
E643,Sequelae of rickets,09-12-2025
E648,Sequelae of other nutritional deficiencies,09-12-2025
E649,Sequelae of unspecified nutritional deficiency,09-12-2025
E65,Localized adiposity,09-12-2025
E66,Overweight and obesity,09-12-2025
E660,Obesity due to excess calories,09-12-2025
E6601,Morbid (severe) obesity due to excess calories,09-12-2025
E6609,Other obesity due to excess calories,09-12-2025
E661,Drug-induced obesity,09-12-2025
E662,Morbid (severe) obesity with alveolar hypoventilation,09-12-2025
E663,Overweight,09-12-2025
E668,Other obesity,09-12-2025
E6681,Obesity class,09-12-2025
E6689,Other obesity not elsewhere classified,09-12-2025
E669,"Obesity, unspecified",09-12-2025
E67,Other hyperalimentation,09-12-2025
E670,Hypervitaminosis A,09-12-2025
E671,Hypercarotenemia,09-12-2025
E672,Megavitamin-B6 syndrome,09-12-2025
E673,Hypervitaminosis D,09-12-2025
E678,Other specified hyperalimentation,09-12-2025
E68,Sequelae of hyperalimentation,09-12-2025
E70,Disorders of aromatic amino-acid metabolism,09-12-2025
E700,Classical phenylketonuria,09-12-2025
E701,Other hyperphenylalaninemias,09-12-2025
E702,Disorders of tyrosine metabolism,09-12-2025
E7020,"Disorder of tyrosine metabolism, unspecified",09-12-2025
E7021,Tyrosinemia,09-12-2025
E7029,Other disorders of tyrosine metabolism,09-12-2025
E703,Albinism,09-12-2025
E7030,"Albinism, unspecified",09-12-2025
E7031,Ocular albinism,09-12-2025
E7032,Oculocutaneous albinism,09-12-2025
E7033,Albinism with hematologic abnormality,09-12-2025
E7039,Other specified albinism,09-12-2025
E704,Disorders of histidine metabolism,09-12-2025
E7040,"Disorders of histidine metabolism, unspecified",09-12-2025
E7041,Histidinemia,09-12-2025
E7049,Other disorders of histidine metabolism,09-12-2025
E705,Disorders of tryptophan metabolism,09-12-2025
E708,Other disorders of aromatic amino-acid metabolism,09-12-2025
E7081,Aromatic L-amino acid decarboxylase deficiency,09-12-2025
E7089,Other disorders of aromatic amino-acid metabolism,09-12-2025
E709,"Disorder of aromatic amino-acid metabolism, unspecified",09-12-2025
E71,Disord of branched-chain amino-acid metab & fatty-acid metab,09-12-2025
E710,Maple-syrup-urine disease,09-12-2025
E711,Other disorders of branched-chain amino-acid metabolism,09-12-2025
E7111,Branched-chain organic acidurias,09-12-2025
E7112,Disorders of propionate metabolism,09-12-2025
E7119,Other disorders of branched-chain amino-acid metabolism,09-12-2025
E712,"Disorder of branched-chain amino-acid metabolism, unsp",09-12-2025
E713,Disorders of fatty-acid metabolism,09-12-2025
E7130,"Disorder of fatty-acid metabolism, unspecified",09-12-2025
E7131,Disorders of fatty-acid oxidation,09-12-2025
E7132,Disorders of ketone metabolism,09-12-2025
E7139,Other disorders of fatty-acid metabolism,09-12-2025
E714,Disorders of carnitine metabolism,09-12-2025
E7140,"Disorder of carnitine metabolism, unspecified",09-12-2025
E7141,Primary carnitine deficiency,09-12-2025
E7142,Carnitine deficiency due to inborn errors of metabolism,09-12-2025
E7143,Iatrogenic carnitine deficiency,09-12-2025
E7144,Other secondary carnitine deficiency,09-12-2025
E715,Peroxisomal disorders,09-12-2025
E7150,"Peroxisomal disorder, unspecified",09-12-2025
E7151,Disorders of peroxisome biogenesis,09-12-2025
E7152,X-linked adrenoleukodystrophy,09-12-2025
E7153,Other group 2 peroxisomal disorders,09-12-2025
E7154,Other peroxisomal disorders,09-12-2025
E72,Other disorders of amino-acid metabolism,09-12-2025
E720,Disorders of amino-acid transport,09-12-2025
E7200,"Disorders of amino-acid transport, unspecified",09-12-2025
E7201,Cystinuria,09-12-2025
E7202,Hartnup's disease,09-12-2025
E7203,Lowe's syndrome,09-12-2025
E7204,Cystinosis,09-12-2025
E7209,Other disorders of amino-acid transport,09-12-2025
E721,Disorders of sulfur-bearing amino-acid metabolism,09-12-2025
E7210,"Disorders of sulfur-bearing amino-acid metabolism, unsp",09-12-2025
E7211,Homocystinuria,09-12-2025
E7212,Methylenetetrahydrofolate reductase deficiency,09-12-2025
E7219,Other disorders of sulfur-bearing amino-acid metabolism,09-12-2025
E722,Disorders of urea cycle metabolism,09-12-2025
E7220,"Disorder of urea cycle metabolism, unspecified",09-12-2025
E7221,Argininemia,09-12-2025
E7222,Arginosuccinic aciduria,09-12-2025
E7223,Citrullinemia,09-12-2025
E7229,Other disorders of urea cycle metabolism,09-12-2025
E723,Disorders of lysine and hydroxylysine metabolism,09-12-2025
E724,Disorders of ornithine metabolism,09-12-2025
E725,Disorders of glycine metabolism,09-12-2025
E7250,"Disorder of glycine metabolism, unspecified",09-12-2025
E7251,Non-ketotic hyperglycinemia,09-12-2025
E7252,Trimethylaminuria,09-12-2025
E7253,Primary hyperoxaluria,09-12-2025
E7259,Other disorders of glycine metabolism,09-12-2025
E728,Other specified disorders of amino-acid metabolism,09-12-2025
E7281,Disorders of gamma aminobutyric acid metabolism,09-12-2025
E7289,Other specified disorders of amino-acid metabolism,09-12-2025
E729,"Disorder of amino-acid metabolism, unspecified",09-12-2025
E73,Lactose intolerance,09-12-2025
E730,Congenital lactase deficiency,09-12-2025
E731,Secondary lactase deficiency,09-12-2025
E738,Other lactose intolerance,09-12-2025
E739,"Lactose intolerance, unspecified",09-12-2025
E74,Other disorders of carbohydrate metabolism,09-12-2025
E740,Glycogen storage disease,09-12-2025
E7400,"Glycogen storage disease, unspecified",09-12-2025
E7401,von Gierke disease,09-12-2025
E7402,Pompe disease,09-12-2025
E7403,Cori disease,09-12-2025
E7404,McArdle disease,09-12-2025
E7405,Lysosome-associated membrane protein 2 [LAMP2] deficiency,09-12-2025
E7409,Other glycogen storage disease,09-12-2025
E741,Disorders of fructose metabolism,09-12-2025
E7410,"Disorder of fructose metabolism, unspecified",09-12-2025
E7411,Essential fructosuria,09-12-2025
E7412,Hereditary fructose intolerance,09-12-2025
E7419,Other disorders of fructose metabolism,09-12-2025
E742,Disorders of galactose metabolism,09-12-2025
E7420,"Disorders of galactose metabolism, unspecified",09-12-2025
E7421,Galactosemia,09-12-2025
E7429,Other disorders of galactose metabolism,09-12-2025
E743,Other disorders of intestinal carbohydrate absorption,09-12-2025
E7431,Sucrase-isomaltase deficiency,09-12-2025
E7439,Other disorders of intestinal carbohydrate absorption,09-12-2025
E744,Disorders of pyruvate metabolism and gluconeogenesis,09-12-2025
E748,Other specified disorders of carbohydrate metabolism,09-12-2025
E7481,"Disorders of glucose transport, not elsewhere classified",09-12-2025
E7482,Disorders of citrate metabolism,09-12-2025
E7489,Other specified disorders of carbohydrate metabolism,09-12-2025
E749,"Disorder of carbohydrate metabolism, unspecified",09-12-2025
E75,Disord of sphingolipid metab and oth lipid storage disorders,09-12-2025
E750,GM2 gangliosidosis,09-12-2025
E7500,"GM2 gangliosidosis, unspecified",09-12-2025
E7501,Sandhoff disease,09-12-2025
E7502,Tay-Sachs disease,09-12-2025
E7509,Other GM2 gangliosidosis,09-12-2025
E751,Other and unspecified gangliosidosis,09-12-2025
E7510,Unspecified gangliosidosis,09-12-2025
E7511,Mucolipidosis IV,09-12-2025
E7519,Other gangliosidosis,09-12-2025
E752,Other sphingolipidosis,09-12-2025
E7521,Fabry (-Anderson) disease,09-12-2025
E7522,Gaucher disease,09-12-2025
E7523,Krabbe disease,09-12-2025
E7524,Niemann-Pick disease,09-12-2025
E7525,Metachromatic leukodystrophy,09-12-2025
E7526,Sulfatase deficiency,09-12-2025
E7527,Pelizaeus-Merzbacher disease,09-12-2025
E7528,Canavan disease,09-12-2025
E7529,Other sphingolipidosis,09-12-2025
E753,"Sphingolipidosis, unspecified",09-12-2025
E754,Neuronal ceroid lipofuscinosis,09-12-2025
E755,Other lipid storage disorders,09-12-2025
E756,"Lipid storage disorder, unspecified",09-12-2025
E76,Disorders of glycosaminoglycan metabolism,09-12-2025
E760,"Mucopolysaccharidosis, type I",09-12-2025
E7601,Hurler's syndrome,09-12-2025
E7602,Hurler-Scheie syndrome,09-12-2025
E7603,Scheie's syndrome,09-12-2025
E761,"Mucopolysaccharidosis, type II",09-12-2025
E762,Other mucopolysaccharidoses,09-12-2025
E7621,Morquio mucopolysaccharidoses,09-12-2025
E7622,Sanfilippo mucopolysaccharidoses,09-12-2025
E7629,Other mucopolysaccharidoses,09-12-2025
E763,"Mucopolysaccharidosis, unspecified",09-12-2025
E768,Other disorders of glucosaminoglycan metabolism,09-12-2025
E769,"Glucosaminoglycan metabolism disorder, unspecified",09-12-2025
E77,Disorders of glycoprotein metabolism,09-12-2025
E770,Defects in post-translational mod of lysosomal enzymes,09-12-2025
E771,Defects in glycoprotein degradation,09-12-2025
E778,Other disorders of glycoprotein metabolism,09-12-2025
E779,"Disorder of glycoprotein metabolism, unspecified",09-12-2025
E78,Disorders of lipoprotein metabolism and other lipidemias,09-12-2025
E780,Pure hypercholesterolemia,09-12-2025
E7800,"Pure hypercholesterolemia, unspecified",09-12-2025
E7801,Familial hypercholesterolemia,09-12-2025
E781,Pure hyperglyceridemia,09-12-2025
E782,Mixed hyperlipidemia,09-12-2025
E783,Hyperchylomicronemia,09-12-2025
E784,Other hyperlipidemia,09-12-2025
E7841,Elevated Lipoprotein(a),09-12-2025
E7849,Other hyperlipidemia,09-12-2025
E785,"Hyperlipidemia, unspecified",09-12-2025
E786,Lipoprotein deficiency,09-12-2025
E787,Disorders of bile acid and cholesterol metabolism,09-12-2025
E7870,"Disorder of bile acid and cholesterol metabolism, unsp",09-12-2025
E7871,Barth syndrome,09-12-2025
E7872,Smith-Lemli-Opitz syndrome,09-12-2025
E7879,Other disorders of bile acid and cholesterol metabolism,09-12-2025
E788,Other disorders of lipoprotein metabolism,09-12-2025
E7881,Lipoid dermatoarthritis,09-12-2025
E7889,Other lipoprotein metabolism disorders,09-12-2025
E789,"Disorder of lipoprotein metabolism, unspecified",09-12-2025
E79,Disorders of purine and pyrimidine metabolism,09-12-2025
E790,Hyperuricemia w/o signs of inflam arthrit and tophaceous dis,09-12-2025
E791,Lesch-Nyhan syndrome,09-12-2025
E792,Myoadenylate deaminase deficiency,09-12-2025
E798,Other disorders of purine and pyrimidine metabolism,09-12-2025
E7981,Aicardi-Goutieres syndrome,09-12-2025
E7982,Hereditary xanthinuria,09-12-2025
E7989,Oth disrd of purine and pyrimidine metabolism,09-12-2025
E799,"Disorder of purine and pyrimidine metabolism, unspecified",09-12-2025
E80,Disorders of porphyrin and bilirubin metabolism,09-12-2025
E800,Hereditary erythropoietic porphyria,09-12-2025
E801,Porphyria cutanea tarda,09-12-2025
E802,Other and unspecified porphyria,09-12-2025
E8020,Unspecified porphyria,09-12-2025
E8021,Acute intermittent (hepatic) porphyria,09-12-2025
E8029,Other porphyria,09-12-2025
E803,Defects of catalase and peroxidase,09-12-2025
E804,Gilbert syndrome,09-12-2025
E805,Crigler-Najjar syndrome,09-12-2025
E806,Other disorders of bilirubin metabolism,09-12-2025
E807,"Disorder of bilirubin metabolism, unspecified",09-12-2025
E83,Disorders of mineral metabolism,09-12-2025
E830,Disorders of copper metabolism,09-12-2025
E8300,"Disorder of copper metabolism, unspecified",09-12-2025
E8301,Wilson's disease,09-12-2025
E8309,Other disorders of copper metabolism,09-12-2025
E831,Disorders of iron metabolism,09-12-2025
E8310,"Disorder of iron metabolism, unspecified",09-12-2025
E8311,Hemochromatosis,09-12-2025
E8319,Other disorders of iron metabolism,09-12-2025
E832,Disorders of zinc metabolism,09-12-2025
E833,Disorders of phosphorus metabolism and phosphatases,09-12-2025
E8330,"Disorder of phosphorus metabolism, unspecified",09-12-2025
E8331,Familial hypophosphatemia,09-12-2025
E8332,Hereditary vitamin D-dependent rickets (type 1) (type 2),09-12-2025
E8339,Other disorders of phosphorus metabolism,09-12-2025
E834,Disorders of magnesium metabolism,09-12-2025
E8340,"Disorders of magnesium metabolism, unspecified",09-12-2025
E8341,Hypermagnesemia,09-12-2025
E8342,Hypomagnesemia,09-12-2025
E8349,Other disorders of magnesium metabolism,09-12-2025
E835,Disorders of calcium metabolism,09-12-2025
E8350,Unspecified disorder of calcium metabolism,09-12-2025
E8351,Hypocalcemia,09-12-2025
E8352,Hypercalcemia,09-12-2025
E8359,Other disorders of calcium metabolism,09-12-2025
E838,Other disorders of mineral metabolism,09-12-2025
E8381,Hungry bone syndrome,09-12-2025
E8389,Other disorders of mineral metabolism,09-12-2025
E839,"Disorder of mineral metabolism, unspecified",09-12-2025
E84,Cystic fibrosis,09-12-2025
E840,Cystic fibrosis with pulmonary manifestations,09-12-2025
E841,Cystic fibrosis with intestinal manifestations,09-12-2025
E8411,Meconium ileus in cystic fibrosis,09-12-2025
E8419,Cystic fibrosis with other intestinal manifestations,09-12-2025
E848,Cystic fibrosis with other manifestations,09-12-2025
E849,"Cystic fibrosis, unspecified",09-12-2025
E85,Amyloidosis,09-12-2025
E850,Non-neuropathic heredofamilial amyloidosis,09-12-2025
E851,Neuropathic heredofamilial amyloidosis,09-12-2025
E852,"Heredofamilial amyloidosis, unspecified",09-12-2025
E853,Secondary systemic amyloidosis,09-12-2025
E854,Organ-limited amyloidosis,09-12-2025
E858,Other amyloidosis,09-12-2025
E8581,Light chain (AL) amyloidosis,09-12-2025
E8582,Wild-type transthyretin-related (ATTR) amyloidosis,09-12-2025
E8589,Other amyloidosis,09-12-2025
E859,"Amyloidosis, unspecified",09-12-2025
E86,Volume depletion,09-12-2025
E860,Dehydration,09-12-2025
E861,Hypovolemia,09-12-2025
E869,"Volume depletion, unspecified",09-12-2025
E87,"Other disorders of fluid, electrolyte and acid-base balance",09-12-2025
E870,Hyperosmolality and hypernatremia,09-12-2025
E871,Hypo-osmolality and hyponatremia,09-12-2025
E872,Acidosis,09-12-2025
E8720,"Acidosis, unspecified",09-12-2025
E8721,Acute metabolic acidosis,09-12-2025
E8722,Chronic metabolic acidosis,09-12-2025
E8729,Other acidosis,09-12-2025
E873,Alkalosis,09-12-2025
E874,Mixed disorder of acid-base balance,09-12-2025
E875,Hyperkalemia,09-12-2025
E876,Hypokalemia,09-12-2025
E877,Fluid overload,09-12-2025
E8770,"Fluid overload, unspecified",09-12-2025
E8771,Transfusion associated circulatory overload,09-12-2025
E8779,Other fluid overload,09-12-2025
E878,"Oth disorders of electrolyte and fluid balance, NEC",09-12-2025
E88,Other and unspecified metabolic disorders,09-12-2025
E880,"Disorders of plasma-protein metabolism, NEC",09-12-2025
E8801,Alpha-1-antitrypsin deficiency,09-12-2025
E8802,Plasminogen deficiency,09-12-2025
E8809,"Oth disorders of plasma-protein metabolism, NEC",09-12-2025
E881,"Lipodystrophy, not elsewhere classified",09-12-2025
E882,"Lipomatosis, not elsewhere classified",09-12-2025
E883,Tumor lysis syndrome,09-12-2025
E884,Mitochondrial metabolism disorders,09-12-2025
E8840,"Mitochondrial metabolism disorder, unspecified",09-12-2025
E8841,MELAS syndrome,09-12-2025
E8842,MERRF syndrome,09-12-2025
E8843,Disorders of mitochondrial tRNA synthetases,09-12-2025
E8849,Other mitochondrial metabolism disorders,09-12-2025
E888,Other specified metabolic disorders,09-12-2025
E8881,Metabolic syndrome and other insulin resistance,09-12-2025
E8882,Obesity due to disruption of MC4R pathway,09-12-2025
E8889,Other specified metabolic disorders,09-12-2025
E889,"Metabolic disorder, unspecified",09-12-2025
E88A,Wasting disease (syndrome) due to underlying condition,09-12-2025
E89,"Postproc endocrine and metabolic comp and disorders, NEC",09-12-2025
E890,Postprocedural hypothyroidism,09-12-2025
E891,Postprocedural hypoinsulinemia,09-12-2025
E892,Postprocedural hypoparathyroidism,09-12-2025
E893,Postprocedural hypopituitarism,09-12-2025
E894,Postprocedural ovarian failure,09-12-2025
E8940,Asymptomatic postprocedural ovarian failure,09-12-2025
E8941,Symptomatic postprocedural ovarian failure,09-12-2025
E895,Postprocedural testicular hypofunction,09-12-2025
E896,Postprocedural adrenocortical (-medullary) hypofunction,09-12-2025
E898,Oth postproc endocrine and metabolic comp and disorders,09-12-2025
E8981,Postproc hemorrhage of an endo sys org following a procedure,09-12-2025
E8982,Postprocedural hematoma and seroma of an endo sys org,09-12-2025
E8989,Oth postproc endocrine and metabolic comp and disorders,09-12-2025
F01,Vascular dementia,09-12-2025
F015,"Vascular dementia, unspecified severity",09-12-2025
F0150,"Vascular dementia, unsp severity, without beh/psych/mood/anx",09-12-2025
F0151,"Vascular dementia, unsp severity, with behavioral disturb",09-12-2025
F0152,"Vascular dementia, unsp severity, with psychotic disturb",09-12-2025
F0153,"Vascular dementia, unspecified severity, with mood disturb",09-12-2025
F0154,"Vascular dementia, unspecified severity, with anxiety",09-12-2025
F01A,"Vascular dementia, mild",09-12-2025
F01A0,"Vascular dementia, mild, without beh/psych/mood/anx",09-12-2025
F01A1,"Vascular dementia, mild, with behavioral disturbance",09-12-2025
F01A2,"Vascular dementia, mild, with psychotic disturbance",09-12-2025
F01A3,"Vascular dementia, mild, with mood disturbance",09-12-2025
F01A4,"Vascular dementia, mild, with anxiety",09-12-2025
F01B,"Vascular dementia, moderate",09-12-2025
F01B0,"Vascular dementia, moderate, without beh/psych/mood/anx",09-12-2025
F01B1,"Vascular dementia, moderate, with behavioral disturbance",09-12-2025
F01B2,"Vascular dementia, moderate, with psychotic disturbance",09-12-2025
F01B3,"Vascular dementia, moderate, with mood disturbance",09-12-2025
F01B4,"Vascular dementia, moderate, with anxiety",09-12-2025
F01C,"Vascular dementia, severe",09-12-2025
F01C0,"Vascular dementia, severe, without beh/psych/mood/anx",09-12-2025
F01C1,"Vascular dementia, severe, with behavioral disturbance",09-12-2025
F01C2,"Vascular dementia, severe, with psychotic disturbance",09-12-2025
F01C3,"Vascular dementia, severe, with mood disturbance",09-12-2025
F01C4,"Vascular dementia, severe, with anxiety",09-12-2025
F02,Dementia in other diseases classified elsewhere,09-12-2025
F028,"Dementia in other diseases classd elswhr, unsp severity",09-12-2025
F0280,"Dem in oth dis classd elswhr,unsp sev,w/o beh/psych/mood/anx",09-12-2025
F0281,"Dem in other dis classd elswhr, unsp sev, with beh distrb",09-12-2025
F0282,"Dem in other dis classd elswhr, unsp sev, with psych distrb",09-12-2025
F0283,"Dem in other dis classd elswhr, unsp sev, with mood distrb",09-12-2025
F0284,"Dem in other dis classd elswhr, unsp severity, with anxiety",09-12-2025
F02A,"Dementia in other diseases classified elsewhere, mild",09-12-2025
F02A0,"Dem in other dis classd elswhr, mild, w/o beh/psych/mood/anx",09-12-2025
F02A1,"Dem in other diseases classd elswhr, mild, with beh disturb",09-12-2025
F02A2,"Dem in other dis classd elswhr, mild, with psych disturb",09-12-2025
F02A3,"Dem in other diseases classd elswhr, mild, with mood disturb",09-12-2025
F02A4,"Dementia in other diseases classd elswhr, mild, with anxiety",09-12-2025
F02B,"Dementia in other diseases classified elsewhere, moderate",09-12-2025
F02B0,"Dem in other dis classd elswhr, mod, w/o beh/psych/mood/anx",09-12-2025
F02B1,"Dem in other dis classd elswhr, moderate, with beh disturb",09-12-2025
F02B2,"Dem in other dis classd elswhr, moderate, with psych disturb",09-12-2025
F02B3,"Dem in other dis classd elswhr, moderate, with mood disturb",09-12-2025
F02B4,"Dem in other diseases classd elswhr, moderate, with anxiety",09-12-2025
F02C,"Dementia in other diseases classified elsewhere, severe",09-12-2025
F02C0,"Dem in other dis classd elswhr, sev, w/o beh/psych/mood/anx",09-12-2025
F02C1,"Dem in other dis classd elswhr, severe, with beh disturb",09-12-2025
F02C2,"Dem in other dis classd elswhr, severe, with psych disturb",09-12-2025
F02C3,"Dem in other dis classd elswhr, severe, with mood disturb",09-12-2025
F02C4,"Dem in other diseases classd elswhr, severe, with anxiety",09-12-2025
F03,Unspecified dementia,09-12-2025
F039,"Unspecified dementia, unspecified severity",09-12-2025
F0390,"Unsp dementia, unsp severity, without beh/psych/mood/anx",09-12-2025
F0391,"Unsp dementia, unspecified severity, with behavioral disturb",09-12-2025
F0392,"Unsp dementia, unspecified severity, with psychotic disturb",09-12-2025
F0393,"Unsp dementia, unspecified severity, with mood disturb",09-12-2025
F0394,"Unspecified dementia, unspecified severity, with anxiety",09-12-2025
F03A,"Unspecified dementia, mild",09-12-2025
F03A0,"Unspecified dementia, mild, without beh/psych/mood/anx",09-12-2025
F03A1,"Unspecified dementia, mild, with behavioral disturbance",09-12-2025
F03A2,"Unspecified dementia, mild, with psychotic disturbance",09-12-2025
F03A3,"Unspecified dementia, mild, with mood disturbance",09-12-2025
F03A4,"Unspecified dementia, mild, with anxiety",09-12-2025
F03B,"Unspecified dementia, moderate",09-12-2025
F03B0,"Unspecified dementia, moderate, without beh/psych/mood/anx",09-12-2025
F03B1,"Unspecified dementia, moderate, with behavioral disturbance",09-12-2025
F03B2,"Unspecified dementia, moderate, with psychotic disturbance",09-12-2025
F03B3,"Unspecified dementia, moderate, with mood disturbance",09-12-2025
F03B4,"Unspecified dementia, moderate, with anxiety",09-12-2025
F03C,"Unspecified dementia, severe",09-12-2025
F03C0,"Unspecified dementia, severe, without beh/psych/mood/anx",09-12-2025
F03C1,"Unspecified dementia, severe, with behavioral disturbance",09-12-2025
F03C2,"Unspecified dementia, severe, with psychotic disturbance",09-12-2025
F03C3,"Unspecified dementia, severe, with mood disturbance",09-12-2025
F03C4,"Unspecified dementia, severe, with anxiety",09-12-2025
F04,Amnestic disorder due to known physiological condition,09-12-2025
